ts_ns,period_ns,jitter_ns,late
5833778300,1427600,-572400,0
5835804300,2026000,26000,0
5837782800,1978500,-21500,0
5839803600,2020800,20800,0
5841809400,2005800,5800,0
5843865400,2056000,56000,0
5845965500,2100100,100100,0
5848016300,2050800,50800,0
5850007400,1991100,-8900,0
5852044800,2037400,37400,0
5853496400,1451600,-548400,0
5856517000,3020600,1020600,0
5858569400,2052400,52400,0
5860537200,1967800,-32200,0
5861657400,1120200,-879800,0
5863740100,2082700,82700,0
5865251800,1511700,-488300,0
5868261000,3009200,1009200,0
5870262600,2001600,1600,0
5872339500,2076900,76900,0
5873822300,1482800,-517200,0
5875317400,1495100,-504900,0
5878454600,3137200,1137200,0
5880510100,2055500,55500,0
5882502500,1992400,-7600,0
5884054800,1552300,-447700,0
5885395200,1340400,-659600,0
5888403100,3007900,1007900,0
5890438200,2035100,35100,0
5892482000,2043800,43800,0
5893975300,1493300,-506700,0
5896003100,2027800,27800,0
5897975300,1972200,-27800,0
5900042600,2067300,67300,0
5901976400,1933800,-66200,0
5903411100,1434700,-565300,0
5906446100,3035000,1035000,0
5908445800,1999700,-300,0
5910568000,2122200,122200,0
5912447300,1879300,-120700,0
5913982300,1535000,-465000,0
5915975000,1992700,-7300,0
5917968100,1993100,-6900,0
5919970400,2002300,2300,0
5921985300,2014900,14900,0
5923438600,1453300,-546700,0
5925812200,2373600,373600,0
5927963800,2151600,151600,0
5929985200,2021400,21400,0
5932176200,2191000,191000,0
5933614500,1438300,-561700,0
5935654600,2040100,40100,0
5937649200,1994600,-5400,0
5939635700,1986500,-13500,0
5941621000,1985300,-14700,0
5943635000,2014000,14000,0
5945191100,1556100,-443900,0
5947381400,2190300,190300,0
5949518900,2137500,137500,0
5952554300,3035400,1035400,0
5954056100,1501800,-498200,0
5956461900,2405800,405800,0
5958468300,2006400,6400,0
5960460400,1992100,-7900,0
5962435800,1975400,-24600,0
5963962100,1526300,-473700,0
5965996800,2034700,34700,0
5967967300,1970500,-29500,0
5969965600,1998300,-1700,0
5971962800,1997200,-2800,0
5973504800,1542000,-458000,0
5976816600,3311800,1311800,0
5977521100,704500,-1295500,0
5980335400,2814300,814300,0
5982398400,2063000,63000,0
5983775900,1377500,-622500,0
5986055900,2280000,280000,0
5987870100,1814200,-185800,0
5989857000,1986900,-13100,0
5991849400,1992400,-7600,0
5993839300,1989900,-10100,0
5995969500,2130200,130200,0
5997979500,2010000,10000,0
6000092800,2113300,113300,0
6002089100,1996300,-3700,0
6003606200,1517100,-482900,0
6005591600,1985400,-14600,0
6007582300,1990700,-9300,0
6011656600,4074300,2074300,0
6012420800,764200,-1235800,0
6013579700,1158900,-841100,0
6016549100,2969400,969400,0
6018594200,2045100,45100,0
6019302900,708700,-1291300,0
6021604100,2301200,301200,0
6023607100,2003000,3000,0
6025423700,1816600,-183400,0
6027695700,2272000,272000,0
6029814200,2118500,118500,0
6031807300,1993100,-6900,0
6033763000,1955700,-44300,0
6035090500,1327500,-672500,0
6038168200,3077700,1077700,0
6040131500,1963300,-36700,0
6042089300,1957800,-42200,0
6043571500,1482200,-517800,0
6045975800,2404300,404300,0
6048356100,2380300,380300,0
6050369100,2013000,13000,0
6052408200,2039100,39100,0
6053840400,1432200,-567800,0
6056108000,2267600,267600,0
6058151500,2043500,43500,0
6060079400,1927900,-72100,0
6062140800,2061400,61400,0
6063598500,1457700,-542300,0
6065652600,2054100,54100,0
6067663800,2011200,11200,0
6069660100,1996300,-3700,0
6071707200,2047100,47100,0
6073775900,2068700,68700,0
6075280600,1504700,-495300,0
6078286900,3006300,1006300,0
6080256600,1969700,-30300,0
6082316900,2060300,60300,0
6083790400,1473500,-526500,0
6085860000,2069600,69600,0
6087972300,2112300,112300,0
6089982500,2010200,10200,0
6091984400,2001900,1900,0
6093462900,1478500,-521500,0
6096530100,3067200,1067200,0
6098543400,2013300,13300,0
6100443200,1899800,-100200,0
6102506000,2062800,62800,0
6103970100,1464100,-535900,0
6106004200,2034100,34100,0
6107980000,1975800,-24200,0
6109971300,1991300,-8700,0
6111968700,1997400,-2600,0
6113480400,1511700,-488300,0
6116583000,3102600,1102600,0
6118549600,1966600,-33400,0
6120551600,2002000,2000,0
6122695700,2144100,144100,0
6123150600,454900,-1545100,0
6126066100,2915500,915500,0
6127992200,1926100,-73900,0
6130037600,2045400,45400,0
6132124600,2087000,87000,0
6133604900,1480300,-519700,0
6135703800,2098900,98900,0
6137742400,2038600,38600,0
6139728400,1986000,-14000,0
6141845200,2116800,116800,0
6143902700,2057500,57500,0
6145976200,2073500,73500,0
6147978400,2002200,2200,0
6150098000,2119600,119600,0
6152174900,2076900,76900,0
6153682700,1507800,-492200,0
6155848600,2165900,165900,0
6157824800,1976200,-23800,0
6159800200,1975400,-24600,0
6161850300,2050100,50100,0
6163825000,1974700,-25300,0
6165417900,1592900,-407100,0
6168402400,2984500,984500,0
6170346600,1944200,-55800,0
6172315800,1969200,-30800,0
6173843300,1527500,-472500,0
6175836900,1993600,-6400,0
6177223900,1387000,-613000,0
6180332500,3108600,1108600,0
6182619500,2287000,287000,0
6183373600,754100,-1245900,0
6186095200,2721600,721600,0
6188200400,2105200,105200,0
6190341300,2140900,140900,0
6192413200,2071900,71900,0
6193880600,1467400,-532600,0
6195986100,2105500,105500,0
6197877300,1891200,-108800,0
6199973600,2096300,96300,0
6201976600,2003000,3000,0
6203393000,1416400,-583600,0
6205975800,2582800,582800,0
6207974000,1998200,-1800,0
6209976600,2002600,2600,0
6212049500,2072900,72900,0
6213465900,1416400,-583600,0
6215810600,2344700,344700,0
6216972800,1162200,-837800,0
6220022900,3050100,1050100,0
6222068300,2045400,45400,0
6223480200,1411900,-588100,0
6226546900,3066700,1066700,0
6228526800,1979900,-20100,0
6230480300,1953500,-46500,0
6232528200,2047900,47900,0
6234044400,1516200,-483800,0
6236053500,2009100,9100,0
6238028100,1974600,-25400,0
6240040700,2012600,12600,0
6242045100,2004400,4400,0
6243537600,1492500,-507500,0
6246543400,3005800,1005800,0
6248528400,1985000,-15000,0
6250511200,1982800,-17200,0
6252496100,1984900,-15100,0
6254021200,1525100,-474900,0
6256176000,2154800,154800,0
6258056500,1880500,-119500,0
6260025000,1968500,-31500,0
6262127400,2102400,102400,0
6263513900,1386500,-613500,0
6266549500,3035600,1035600,0
6268521900,1972400,-27600,0
6270525800,2003900,3900,0
6272517000,1991200,-8800,0
6274109800,1592800,-407200,0
6276152000,2042200,42200,0
6278155000,2003000,3000,0
6280319600,2164600,164600,0
6282163400,1843800,-156200,0
6283620900,1457500,-542500,0
6285621100,2000200,200,0
6287700200,2079100,79100,0
6289668500,1968300,-31700,0
6291113700,1445200,-554800,0
6293697800,2584100,584100,0
6295253400,1555600,-444400,0
6298765200,3511800,1511800,0
6299291000,525800,-1474200,0
6301667300,2376300,376300,0
6303620800,1953500,-46500,0
6305218700,1597900,-402100,0
6308174000,2955300,955300,0
6310161400,1987400,-12600,0
6312125700,1964300,-35700,0
6313665800,1540100,-459900,0
6315694500,2028700,28700,0
6317824700,2130200,130200,0
6319816700,1992000,-8000,0
6321839000,2022300,22300,0
6323360600,1521600,-478400,0
6325986500,2625900,625900,0
6327363300,1376800,-623200,0
6329825300,2462000,462000,0
6331863800,2038500,38500,0
6333980900,2117100,117100,0
6336121400,2140500,140500,0
6338204700,2083300,83300,0
6340226200,2021500,21500,0
6342224100,1997900,-2100,0
6343743400,1519300,-480700,0
6345723800,1980400,-19600,0
6348057300,2333500,333500,0
6350183500,2126200,126200,0
6352182900,1999400,-600,0
6353491800,1308900,-691100,0
6355855400,2363600,363600,0
6357903600,2048200,48200,0
6359860400,1956800,-43200,0
6361864000,2003600,3600,0
6363866000,2002000,2000,0
6365447200,1581200,-418800,0
6368546700,3099500,1099500,0
6370554400,2007700,7700,0
6372541800,1987400,-12600,0
6374028200,1486400,-513600,0
6375880400,1852200,-147800,0
6377850100,1969700,-30300,0
6379878700,2028600,28600,0
6382013800,2135100,135100,0
6383853100,1839300,-160700,0
6385647000,1793900,-206100,0
6387703300,2056300,56300,0
6389676700,1973400,-26600,0
6391711100,2034400,34400,0
6393675100,1964000,-36000,0
6395203300,1528200,-471800,0
6398175000,2971700,971700,0
6400184200,2009200,9200,0
6402158000,1973800,-26200,0
6403737100,1579100,-420900,0
6405859300,2122200,122200,0
6407848700,1989400,-10600,0
6409861400,2012700,12700,0
6411845000,1983600,-16400,0
6413889300,2044300,44300,0
6415567600,1678300,-321700,0
6418618500,3050900,1050900,0
6419337200,718700,-1281300,0
6421605900,2268700,268700,0
6423633000,2027100,27100,0
6425101000,1468000,-532000,0
6428211100,3110100,1110100,0
6430238900,2027800,27800,0
6432335400,2096500,96500,0
6433863300,1527900,-472100,0
6435732600,1869300,-130700,0
6437754600,2022000,22000,0
6439742400,1987800,-12200,0
6441776200,2033800,33800,0
6443873400,2097200,97200,0
6445284000,1410600,-589400,0
6448338300,3054300,1054300,0
6450270500,1932200,-67800,0
6452263800,1993300,-6700,0
